2023-05-23 00:51:19,814 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-05-23 00:51:20,291 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-05-23 00:51:20,293 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-05-23 00:51:20,294 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-05-23 00:51:20,321 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-05-23 00:51:20,322 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-05-23 00:51:20,323 INFO  SwAddin.cs: 201 - Setting up command manager
2023-05-23 00:51:20,324 INFO  SwAddin.cs: 204 - Adding command manager
2023-05-23 00:51:20,344 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-05-23 00:51:20,356 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-05-23 00:51:20,356 INFO  SwAddin.cs: 210 - Adding event handlers
2023-05-23 00:51:20,359 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-05-23 01:49:41,494 INFO  SwAddin.cs: 294 - Assembly export called for file Montagem10modulosplacatorta
2023-05-23 01:49:43,261 INFO  SwAddin.cs: 299 - Save is required
2023-05-23 01:49:43,262 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-23 01:49:48,023 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-23 01:49:49,597 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Montagem10modulosplacatorta
2023-05-23 01:49:49,937 INFO  ExportHelperExtension.cs: 1136 - Found 68 in Montagem10modulosplacatorta
2023-05-23 01:49:49,938 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [CoordSys] in Montagem10modulosplacatorta
2023-05-23 01:49:49,939 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-23 01:49:50,059 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-23 01:49:50,093 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-4
2023-05-23 01:49:50,094 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-4
2023-05-23 01:49:50,095 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-4
2023-05-23 01:49:50,095 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-3
2023-05-23 01:49:50,096 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-3
2023-05-23 01:49:50,097 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-3
2023-05-23 01:49:50,098 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-1
2023-05-23 01:49:50,098 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-1
2023-05-23 01:49:50,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-1
2023-05-23 01:49:50,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-2
2023-05-23 01:49:50,100 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-2
2023-05-23 01:49:50,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-2
2023-05-23 01:49:50,102 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-10
2023-05-23 01:49:50,103 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-10
2023-05-23 01:49:50,104 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-10
2023-05-23 01:49:50,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-6
2023-05-23 01:49:50,105 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-6
2023-05-23 01:49:50,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-6
2023-05-23 01:49:50,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-9
2023-05-23 01:49:50,110 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-9
2023-05-23 01:49:50,143 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-9
2023-05-23 01:49:50,143 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-5
2023-05-23 01:49:50,144 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-5
2023-05-23 01:49:50,145 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-5
2023-05-23 01:49:50,145 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-8
2023-05-23 01:49:50,146 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-8
2023-05-23 01:49:50,147 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-8
2023-05-23 01:49:50,147 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MontagemModNovo-7
2023-05-23 01:49:50,148 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-7
2023-05-23 01:49:50,148 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MontagemModNovo-7
2023-05-23 01:49:50,149 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Montagem10modulosplacatorta
2023-05-23 01:49:50,150 INFO  ExportHelperExtension.cs: 1136 - Found 68 in Montagem10modulosplacatorta
2023-05-23 01:49:50,150 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Montagem10modulosplacatorta
2023-05-23 01:49:50,151 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-23 01:49:50,152 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-23 01:49:50,152 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-4
2023-05-23 01:49:50,153 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-4
2023-05-23 01:49:50,153 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-4
2023-05-23 01:49:50,154 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-3
2023-05-23 01:49:50,155 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-3
2023-05-23 01:49:50,155 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-3
2023-05-23 01:49:50,156 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-1
2023-05-23 01:49:50,156 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-1
2023-05-23 01:49:50,157 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-1
2023-05-23 01:49:50,158 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-2
2023-05-23 01:49:50,158 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-2
2023-05-23 01:49:50,159 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-2
2023-05-23 01:49:50,159 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-10
2023-05-23 01:49:50,160 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-10
2023-05-23 01:49:50,161 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-10
2023-05-23 01:49:50,161 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-6
2023-05-23 01:49:50,162 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-6
2023-05-23 01:49:50,162 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-6
2023-05-23 01:49:50,163 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-9
2023-05-23 01:49:50,164 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-9
2023-05-23 01:49:50,164 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-9
2023-05-23 01:49:50,165 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-5
2023-05-23 01:49:50,165 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-5
2023-05-23 01:49:50,166 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-5
2023-05-23 01:49:50,167 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-8
2023-05-23 01:49:50,167 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-8
2023-05-23 01:49:50,168 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-8
2023-05-23 01:49:50,169 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MontagemModNovo-7
2023-05-23 01:49:50,170 INFO  ExportHelperExtension.cs: 1136 - Found 35 in MontagemModNovo-7
2023-05-23 01:49:50,170 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MontagemModNovo-7
2023-05-23 01:50:00,144 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-23 01:50:00,152 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
